Ааронов	aaron
скотница	cattle-farm worker,farmyard worker,farmyard
скотобойня	slaughterhouse
скотовод	cattle-breeder,stock-breeder
скотоводство	cattle-breeding,cattle-raising,cattle-rearing,stock-breeding
скотоводческий	cattle-breeding,stock-breeding
скотопромышленник	cattle-dealer
скотопромышленность	cattle-dealing,cattle-trade
скотопромышленный	cattle-trading
скотский	brutal,brutish,bestial
скотство	bestiality
скрадывать	conceal,make less evident
скрап	scrap
скребница	curry-comb,horse-comb
скребок	scraper,road-scraper,paint-scraper
скрежет	scrape,screech
скрежетать	grind
скрепа	tie,clamp,counter-signature,authentication
скрепер	scraper
скрепить	fasten,strengthen,tie,clamp,bolt
скрепка	clip,fastener
скрепление	fastening,strengthening,counter-signature,authentication
скреплять	fasten,strengthen,tie,clamp,bolt
скрести	scrape,scratch,claw,nag,goad
скрестись	scratch
скрестить	cross,interbreed
скрещение	crossing
скрещивание	crossing,cross,interbreeding
скрещивать	cross,interbreed
скрещиваться	cross,clash,interbreed
скривить	bend,distort
скрижаль	table,tablet
скрип	squeak,creak,crunch
скрипач	violinist,fiddler
скрипачка	violinist,fiddler
скрипеть	squeak,creak,crunch
скрипичный	violin
скрипка	violin,fiddle
скрипнуть	squeak,creak
скрипт	script
скрипучий	squeaking,squeaky,creaking,scratchy,creaky
скроить	cut,cut out
скромник	modest man
скромница	modest woman
скромничать	put on a modest air,be over-modest
скромно	modestly
скромность	modesty
скромный	modest,frugal,unassuming,unpretentious
скрупулёзность	scrupulousness,scrupulosity
скрупулёзный	scrupulous
скрутить	twist,roll,bind,tie up,get down
скручивать	twist,roll,bind,tie up,get down
скрывать	hide,conceal,keep to oneself,cover
скрываться	hide
скрытность	reserved character,reticence,secrecy,secretiveness
скрытный	reserved,reticent,secretive
скрытый	secret,concealed,latent
скрыть	hide,conceal,dissemble,keep back,keep to oneself
скрыться	hide,disappear
скрючивать	crook,double up
скрючиваться	huddle up
скрючить	crook,double up
скрючиться	huddle up
скряга	miser,skinflint
скряжничать	be niggardly
скряжничество	miserliness
скудный	scanty,poor,slender,meagre,small
скудость	scarcity,poverty
скудоумие	feeble mind,poverty of intellect
скудоумный	feeble-minded,dull
скука	boredom,tedium
скула	cheek-bone
скулить	whine,whimper
скуловой	malar
скульптор	sculptor
скульптура	sculpture
скульптурный	sculptural,statuesque
скумбрия	mackerel,scomber
скунс	skunk
скупать	buy up,corner
скупердяй	miser,skinflint
скупец	penny pincher,cheapskate
скупить	buy up,corner
скупиться	be sparing,scant,stint,skimp,grudge
скупка	buying up,cornering
скупо	stingily,sparingly
скуповатый	close-fisted
скупой	stingy,niggardly,miserly,miser,niggard
скупость	stinginess,niggardliness,miserliness
скупщик	buyer-up,fence
скутер	outboard-motor boat
скуфейка	calotte,skull-cap
скуфья	calotte,skull-cap
скучать	be bored,have a tedious time,miss
скучающий	bored
скученно	densely,in density,in congestion
скученность	density,congestion,overcrowding
скученный	dense,congested
скучиваться	huddle together,flock,cluster
скучно	boringly,tediously
скучноватый	dullish,rather tedious
скучный	boring
скушать	eat,have,take
слабак	weakling
слабеть	weaken,slack off,slacken
слабина	slack,weak point,weak spot
слабительное	purge,purgative,laxative
слабо	faintly,feebly,weakly,bad,poorly
слабовато	rather badly
слабоватый	rather bad
слабоволие	weak will
слабовольный	weak of will
слабогрудый	weak-chested
слабонервный	nervous
слабосилие	weakness,feebleness,debility
слабосильный	weak,feeble,underpowered,low-power
слабость	weakness,feebleness,debility,asthenia,foible
слабоумие	imbecility,weak-mindedness,weak-headedness
слабоумный	imbecile,weak-minded,weak-headed
слабохарактерность	lack of character,flabbiness
слабохарактерный	flabby,weak-willed,characterless
слабый	weak,faint,feeble,loose,slack
слава	glory,fame,name,reputation
славист	specialist in the history,philology,of the slavs,slavonic scholar
славистика	slavonic philology,slavonic studies
славить	glorify,celebrate,sing the praises
славиться	be famous,be famed,be renowned,have a reputation
славка	warbler,songbird
славно	it is nice,famously,well
славный	glorious,famous,renowned,nice
славословие	glorification
славословить	glorify,eulogize,hymn
